問題編號,問題,答案編號,回答內容,來源工作表
PC273,貓咪摔下來總是能四腳著地嗎？,PCA273,雖然貓咪有「翻正反射」，通常能在空中扭轉身體，但並非每次都能完美落地。若高度過低或過高，都可能造成骨折或內臟傷害，因此家中陽台與窗戶必須加裝防護網。,寵物飼養常見迷思破解
PC274,狗狗流鼻子濕就是健康的嗎？,PCA274,鼻子濕潤不一定代表健康，乾燥也不一定表示生病。狗狗健康與否應觀察精神、食慾、排泄與體溫，而不是僅靠鼻子的濕潤程度來判斷。,寵物飼養常見迷思破解
PC275,貓咪懷孕一定要生小貓嗎？,PCA275,錯誤。很多飼主以為懷孕後貓咪必須繁殖，但事實上貓咪可以透過結紮避免懷孕，既能降低流浪貓數量，也能減少子宮蓄膿與乳腺腫瘤的風險。,寵物飼養常見迷思破解
PC276,小型犬不需要運動嗎？,PCA276,錯誤。雖然小型犬活動量較低，但仍需要每日散步與遊戲來維持心理與身體健康。缺乏運動會導致肥胖與行為問題。,寵物飼養常見迷思破解
PC277,寵物吃骨頭對牙齒有好處嗎？,PCA277,部分骨頭（特別是熟骨頭）容易碎裂，會刮傷口腔、刺穿腸胃，甚至造成腸阻塞。若要幫助清潔牙齒，應選擇專業潔牙骨或潔牙玩具，而非隨意餵食骨頭。,寵物飼養常見迷思破解
PC278,狗狗舔傷口能幫助傷口癒合嗎？,PCA278,雖然狗狗唾液含有少量抗菌物質，但過度舔舐反而會導致感染或延遲癒合。若寵物受傷，應清潔傷口並包紮，必要時戴上伊莉莎白頭套避免舔咬。,寵物飼養常見迷思破解
PC279,貓咪養在家裡就不需要打疫苗嗎？,PCA279,錯誤。即使是室內貓，也可能透過人類衣物鞋子帶入病菌，或在緊急外出時暴露於風險環境。疫苗能預防致命疾病（如貓瘟），因此即使是室內貓也需要定期接種。,寵物飼養常見迷思破解
PC280,寵物年紀大了就不用看醫生了嗎？,PCA280,完全錯誤。老年寵物更需要定期健康檢查，因為腎臟病、心臟病與腫瘤在早期常沒有明顯症狀。透過半年一次的檢查能提早發現並治療，延長壽命與生活品質。,寵物飼養常見迷思破解
PC281,外出旅行前要先做哪些準備？,PCA281,應先確認寵物已完成疫苗與驅蟲，攜帶健康證明、醫療記錄與常用藥物。準備運輸籠、牽繩、食物、水與便用品，並在出發前讓寵物適應運輸工具，降低不安。,寵物旅行與外出安全
PC282,如何選擇安全的運輸籠？,PCA282,運輸籠應堅固耐用、透氣良好，大小需讓寵物能站立、轉身與躺下。車用或飛機用運輸籠應符合 IATA 標準，門鎖牢固，內部可放置吸水墊與熟悉的毯子，增加安全感。,寵物旅行與外出安全
PC283,帶寵物搭車時要注意什麼？,PCA283,切勿讓寵物自由在車內走動，避免干擾駕駛或發生意外。應使用安全帶專用胸背帶或固定的運輸籠，並保持車內通風，避免中暑。長途行駛要定時休息，讓寵物喝水與排泄。,寵物旅行與外出安全
PC284,散步時有哪些潛在危險？,PCA284,常見危險包括車輛、噪音、陌生動物或有毒植物。飼主應全程使用牽繩，避免讓寵物隨意亂跑；在不熟悉的區域散步時，建議避開草叢與垃圾區，以防誤食異物或被寄生蟲叮咬。,寵物旅行與外出安全
PC285,帶寵物去公園或寵物友善場所要注意什麼？,PCA285,要確認是否有寵物活動區，並遵守當地規範。應攜帶拾便袋，隨時清理排泄物。與其他寵物互動時，要觀察牠們的肢體語言，避免衝突。若寵物有攻擊傾向，應戴上口罩或避免進入人群密集區。,寵物旅行與外出安全
PC286,寵物在外住宿時怎麼確保安全？,PCA286,進入住處後，先檢查房間是否有危險物品（如電線、清潔劑、窗戶縫隙），並為寵物設置專屬休息區。可攜帶牠熟悉的毯子或玩具，降低焦慮。若需單獨留在房間，最好使用運輸籠或寵物圍欄確保安全。,寵物旅行與外出安全
PC287,寵物在外出時走失怎麼辦？,PCA287,應立即尋找並呼喊牠的名字，同時聯絡當地的動物醫院、收容所與警察。若寵物有晶片或名牌，能大幅增加找回機率。平時可在項圈上附上主人的電話號碼，並考慮使用 GPS 定位項圈。,寵物旅行與外出安全
PC288,外出時如何避免寵物中暑？,PCA288,應避免在正午高溫時段散步，選擇早晨或傍晚外出。攜帶水瓶與便攜水碗，讓寵物隨時補水；停留在陰涼處休息，避免在高溫柏油路上行走，以免燙傷腳墊。,寵物旅行與外出安全
PC289,搭飛機時如何減輕寵物的壓力？,PCA289,出發前先讓寵物熟悉航空箱，放置熟悉的毯子與玩具。起飛前避免餵食大量食物，僅給少量水。若寵物極度緊張，可諮詢獸醫使用天然鎮定劑或藥物，但需在專業指導下使用。,寵物旅行與外出安全
PC290,帶寵物旅行有哪些保險可以考慮？,PCA290,市面上有寵物醫療險與旅行險，可涵蓋突發疾病、意外受傷或走失協尋等保障。若計畫長途旅行，建議提前為寵物投保，確保在外地也能獲得即時醫療與安全保障。,寵物旅行與外出安全
PC291,為什麼要訓練寵物？,PCA291,訓練不只是讓寵物聽話，更能增進飼主與寵物的溝通，避免危險行為（如亂跑、咬人），並提供心理刺激。良好的訓練能讓生活更有秩序，也能提升寵物的安全與幸福感。,寵物訓練基礎入門
PC292,什麼是「正向強化」訓練？,PCA292,正向強化是當寵物表現正確行為時，立即給予獎勵（零食、撫摸或口頭稱讚），讓牠將行為與好結果連結，進而增加該行為的出現頻率。這是目前最科學且有效的訓練方法。,寵物訓練基礎入門
PC293,如何教狗狗「坐下」？,PCA293,先拿零食在狗狗鼻子前，慢慢往上移動，當牠自然坐下時立即獎勵，並同時說出口令「坐下」。重複練習數次，狗狗就能將動作與口令建立連結。,寵物訓練基礎入門
PC294,如何教狗狗「等待」？,PCA294,讓狗狗坐下後舉起手掌，清楚說「等」。若狗狗保持不動幾秒，就給獎勵。逐步延長時間與距離，並在結束時加上「好」或「來」解除口令。這能幫助建立自控力。,寵物訓練基礎入門
PC295,如何訓練狗狗定點如廁？,PCA295,應在固定時間帶狗狗到指定位置排泄，並在完成後立即獎勵。若在錯誤地點排泄，要立即清理並去除氣味，避免牠再次在同處如廁。幼犬需更頻繁帶去，建立習慣後就能逐漸穩定。,寵物訓練基礎入門
PC296,貓咪能被訓練嗎？,PCA296,能。雖然貓咪不像狗狗那樣追求主人的指令，但透過零食與玩具獎勵，也能學會簡單指令（如「過來」、「高五」）。關鍵是使用短時間、多次練習，避免強迫。,寵物訓練基礎入門
PC297,如何讓寵物學會「過來」？,PCA297,在家中短距離開始，蹲下呼喚名字並說「過來」，當牠靠近就立即給獎勵。可逐漸增加距離與干擾環境，最終達到在戶外也能可靠回應，這是確保安全的重要訓練。,寵物訓練基礎入門
PC298,如何讓寵物適應牽繩？,PCA298,應先在家中或安靜環境讓牠熟悉胸背帶與牽繩，當牠冷靜走在旁邊時給予獎勵。若拉扯，應立刻停下不前進，等牠鬆開後再繼續走，讓牠明白拉扯無法達到目的。,寵物訓練基礎入門
PC299,寵物咬東西怎麼糾正？,PCA299,不要責罵，而是提供正確的替代品（咬咬玩具）。若咬到不該咬的東西，應立即制止並引導到玩具上，當牠選擇正確物品時給獎勵，逐步建立好習慣。,寵物訓練基礎入門
PC300,訓練過程中常見的錯誤有哪些？,PCA300,常見錯誤包括訓練時間過長導致寵物失去專注、口令不一致（家人用不同詞）、責罵或體罰、沒有即時獎勵。訓練應簡短（5–10 分鐘）、一致且愉快，讓寵物覺得學習是快樂的事。,寵物訓練基礎入門
PC301,寵物一定需要吃保健品嗎？,PCA301,如果寵物食用的是完整均衡的商業飼料，一般不需要額外補充。但在特定情況下（如老年寵物、慢性病、挑食或鮮食飼養），可能會需要額外的營養補充劑來支持健康。是否需要，應依照獸醫評估決定。,寵物營養補充與保健品
PC302,哪些寵物適合補充魚油？,PCA302,魚油含有 Omega-3 脂肪酸（EPA、DHA），能改善皮膚過敏、降低發炎、幫助心血管與腎臟健康，對皮膚癢、毛髮乾燥或老年寵物特別有益。但劑量過高可能引起腹瀉或出血傾向，需依體重精準計算。,寵物營養補充與保健品
PC303,益生菌對寵物有什麼幫助？,PCA303,益生菌能幫助維持腸道菌叢平衡，改善腹瀉、便秘與腸胃敏感，特別適合換糧、壓力大或使用抗生素後的寵物。選擇時應挑選專為犬貓設計的菌株，避免使用人用益生菌，因為效果與安全性未必相同。,寵物營養補充與保健品
PC304,葡萄糖胺與軟骨素適合哪些寵物？,PCA304,這些成分主要用於保護關節，能減緩關節炎退化並維持活動力。適合年長犬、體型較大的狗或有關節病史的品種（如黃金獵犬、哈士奇）。貓咪若有關節問題，也可在獸醫建議下補充。,寵物營養補充與保健品
PC305,寵物需要補充維生素嗎？,PCA305,若以均衡飼料為主，一般不需要額外補充。過量補充反而可能造成中毒（如維生素 D 或鈣質過多會導致腎臟受損）。鮮食或自製餐則需在專業營養師指導下正確添加維生素與礦物質。,寵物營養補充與保健品
PC306,益智腦部保健品真的有效嗎？,PCA306,針對老年犬貓，市面上有含抗氧化物質（如維生素 E、C、DHA、磷脂酰絲胺酸）的腦部保健品。這些成分能延緩認知功能退化，但效果因個體差異而異，通常作為輔助支持而非治療。,寵物營養補充與保健品
PC307,毛髮專用保健品有什麼作用？,PCA307,多數含有生物素、鋅與 Omega-3，能幫助改善掉毛、皮膚乾燥與毛髮黯淡。若掉毛原因是疾病或營養不良，單靠保健品無法根治，仍需先排除病因。,寵物營養補充與保健品
PC308,免疫力保健品適合哪些寵物？,PCA308,含有β-葡聚糖、牛初乳或特定維生素的免疫保健品，可幫助免疫功能較弱的寵物（如幼犬幼貓、老年寵物或術後康復期）。但應配合良好營養與醫療照護，不能取代疫苗或藥物治療。,寵物營養補充與保健品
PC309,寵物補鈣需要注意什麼？,PCA309,若食用完整飼料，一般不需額外補鈣。過量補鈣可能導致骨骼變形、腎臟負擔甚至泌尿結石。只有在特定需求（如成長期、大型犬、哺乳期）或自製餐時，才需要在獸醫建議下補充。,寵物營養補充與保健品
PC310,如何正確選擇寵物保健品？,PCA310,應優先選擇有獸醫推薦或經過動物實驗驗證的品牌，避免購買無標示來源或劑量的產品。要注意成分含量是否符合寵物需求，並依照體重計算正確劑量，切勿自行以人用保健品替代。,寵物營養補充與保健品
